2 0.000000 100.000000 335.864767
1086 922 
1 -163.459459 0.000000 -173.881809 99.998150 0.000001 -0.032703 0.000037 
2 180.630022 0.000000 -173.881809 99.998144 0.000005 -0.044230 0.000037 
3 180.630022 0.000000 166.680802 100.001819 0.000004 -0.044183 -0.000037 
4 -163.459459 0.000000 166.680802 100.001819 0.000001 -0.032666 -0.000036 
5 8.585281 0.000000 -3.600504 107.349127 -0.002350 -5.439045 -0.155342 
6 -163.459459 0.000000 -3.600504 99.999927 0.000001 -0.030654 0.000001 
7 8.585281 0.000000 -173.881809 99.994357 0.000003 -0.038458 0.000113 
8 180.630022 0.000000 -3.600504 99.999130 -0.001003 -2.543527 -0.000630 
9 8.585281 0.000000 166.680802 100.005682 0.000002 -0.038422 -0.000114 
10 94.607651 0.000000 -88.741156 99.992585 0.000021 -0.076841 0.000148 
11 8.585281 0.000000 -88.741156 99.977805 0.000008 -0.054190 0.000444 
12 94.607651 0.000000 -173.881809 99.996080 0.000004 -0.042933 0.000078 
13 180.630022 0.000000 -88.741156 99.998176 0.000025 -0.076966 0.000036 
14 94.607651 0.000000 -3.600504 99.998644 -0.001056 -2.556977 -0.000627 
15 -77.437089 0.000000 -88.741156 99.992625 0.000002 -0.031678 0.000147 
16 -163.459459 0.000000 -88.741156 99.998194 0.000001 -0.031594 0.000036 
17 -77.437089 0.000000 -173.881809 99.996087 0.000001 -0.033991 0.000078 
18 -77.437089 0.000000 -3.600504 99.999472 0.000003 -0.023478 0.000010 
19 94.607651 0.000000 81.540149 100.007220 0.000012 -0.076554 -0.000145 
20 8.585281 0.000000 81.540149 100.022600 0.000007 -0.053944 -0.000452 
21 180.630022 0.000000 81.540149 100.001710 0.000014 -0.076382 -0.000035 
22 94.607651 0.000000 166.680802 100.003908 0.000003 -0.042928 -0.000078 
23 51.596466 0.000000 -46.170830 99.970529 0.000066 -0.195009 0.000586 
24 8.585281 0.000000 -46.170830 99.915866 0.000004 -0.110795 0.001681 
25 51.596466 0.000000 -88.741156 99.984466 0.000016 -0.071659 0.000310 
26 94.607651 0.000000 -46.170830 99.992614 0.000088 -0.195884 0.000144 
27 51.596466 0.000000 -3.600504 99.994949 -0.001098 -2.590202 -0.000570 
28 -77.437089 0.000000 81.540149 100.007212 0.000002 -0.031391 -0.000144 
29 -163.459459 0.000000 81.540149 100.001719 0.000001 -0.031541 -0.000034 
30 -77.437089 0.000000 166.680802 100.003905 0.000001 -0.033921 -0.000078 
31 -34.425904 0.000000 -46.170830 99.970900 0.000004 -0.027887 0.000582 
32 -77.437089 0.000000 -46.170830 99.992717 0.000003 -0.027299 0.000146 
33 -34.425904 0.000000 -88.741156 99.984526 0.000004 -0.036795 0.000309 
